Geneid	WT_C_1	WT_C_2	WT_C_3	WT_E_1	WT_E_2	WT_E_3
YLL061W	79	59	100	332	311	469
YLL060C	633	632	511	2356	2480	1987
YLL059C	50	47	85	76	49	88
YLL058W	239	215	284	875	1201	1018
YLL057C	165	151	207	274	394	519
YLL056C	83	59	128	490	999	542
YLL055W	306	367	525	221	487	479
YLL054C	271	255	402	449	312	224
YLL053C	547	444	115	300	66	29
YLL052C	438	309	92	223	44	20
YLL051C	1055	790	1163	1263	623	743
YLL050C	8642	9759	10652	11562	11798	13629
YLL049W	642	632	778	756	718	734
YLL048C	1981	2109	2179	1558	1864	2072
YLL047W	4	5	0	4	10	11
YLL046C	2	0	8	2	14	18
YLL045C	10992	9789	10852	2759	1154	2232
YLL044W	3	2	1	1	3	4
YLL043W	1196	972	1480	1243	1270	1782
YLL042C	136	233	155	244	263	225
YLL041C	3352	3442	2337	5508	9230	8897
YLL040C	768	808	984	2079	2182	2204
YLL039C	5595	6136	4122	18202	19214	15977
YLL038C	177	134	242	258	109	199
YLL037W	2	1	5	1	3	1
YLL036C	1188	1015	1192	908	803	1029
YLL035W	442	384	368	390	238	219
YLL034C	926	880	853	532	115	174
YLL033W	248	269	272	215	225	192
YLL032C	391	258	306	265	250	254
YLL031C	951	711	1075	992	1004	958
YLL030C	0	0	0	0	0	2
YLL029W	2153	1923	2693	3194	4587	3888
YLL028W	729	593	695	786	700	1333
YLL027W	1475	1294	1484	1218	2234	1839
YLL026W	7415	7338	13780	21110	38020	34546
tP(UGG)L	0	1	0	0	0	0
YLL025W	57	30	42	87	117	94
YLL024C	11156	10045	12331	8122	10844	11648
YLL023C	792	877	1134	605	2478	2782
YLL022C	590	502	627	354	357	358
YLL021W	1038	895	1095	408	308	352
YLL020C	8	8	13	22	49	25
YLL019C	370	255	411	837	975	824
YLL019W-A	0	0	0	0	0	0
YLL018C-A	238	140	196	349	329	408
YLL018C	4207	3275	4689	2758	2792	4216
YLL017W	22	9	10	23	35	40
YLL016W	241	179	194	374	624	626
YLL015W	987	1026	1334	2207	2728	2243
YLL014W	1267	1609	1394	1110	1144	1350
YLL013C	102	108	162	332	219	182
YLL012W	424	333	315	649	378	339
YLL011W	1151	1104	1052	614	212	378
YLL010C	284	195	661	273	244	743
YLL009C	1072	1367	1239	4066	3966	3529
YLL008W	2510	2060	2201	1006	230	291
YLL007C	248	242	419	228	319	412
YLL006W-A	0	3	3	1	4	4
YLL006W	267	206	252	449	368	413
YLL005C	249	230	305	364	615	491
YLL004W	509	402	439	416	337	380
YLL003W	762	697	811	936	756	757
YLL002W	319	264	350	222	378	240
YLL001W	742	711	965	1889	1985	1853
YLR001C	548	541	576	1125	1520	1224
YLR002C	1507	1040	1148	766	218	348
YLR003C	2164	2336	1751	885	448	407
YLR004C	144	126	147	250	207	238
YLR005W	1661	1743	1657	1674	1863	1904
YLR006C	788	675	937	958	1963	1583
YLR007W	1007	1295	1058	1284	1141	935
YLR008C	1235	1287	1446	1351	1197	941
YLR009W	2827	2497	2788	1048	292	512
YLR010C	226	303	286	467	274	327
tS(AGA)L	1	2	2	2	0	0
YLR011W	582	605	486	715	886	626
YLR012C	1	3	3	3	5	4
YLR013W	0	3	0	2	0	5
YLR014C	295	245	229	246	157	173
YLR015W	631	619	661	807	566	598
YLR016C	832	977	897	1067	961	1023
YLR017W	1753	1350	1784	1135	671	1022
YLR018C	1645	1684	1376	1297	1347	1295
YLR019W	1020	583	905	759	925	1200
YLR020C	1376	1279	1485	2114	1407	1177
YLR021W	840	920	803	1527	1176	958
YLR022C	1967	2170	1557	1085	768	981
YLR023C	1339	964	1082	3625	791	1260
YLR024C	274	296	277	889	632	525
YLR025W	2455	2132	2091	3186	4433	3399
YLR026C	523	400	581	688	1037	999
YLR027C	5638	4667	5612	4330	4946	4545
snR30	261	272	345	201	81	72
YLR028C	5206	4873	5870	13016	12758	14438
YLR029C	29201	31424	29991	13247	4906	9839
YLR030W	116	137	136	409	464	400
YLR031W	76	84	89	344	379	266
YLR032W	522	521	535	414	505	387
YLR033W	1217	1101	1351	1260	1256	1305
YLR034C	1352	889	1507	831	968	1225
YLR035C	253	194	303	372	335	478
tA(UGC)L	0	2	2	0	0	0
YLR035C-A	3	2	4	3	4	3
YLR036C	502	683	770	562	667	620
YLR037C	18	29	53	87	111	107
YLR038C	3490	4283	2106	5169	4274	4261
YLR039C	591	595	668	1077	802	686
YLR040C	107	68	122	160	154	165
YLR041W	17	11	18	31	23	30
YLR042C	94	56	211	99	128	113
YLR043C	5679	6311	6293	7704	8144	8602
YLR044C	27820	25340	47026	25051	20161	34169
YLR045C	945	578	646	405	583	402
YLR046C	213	247	290	601	657	552
YLR047C	125	91	159	389	175	299
YLR048W	12684	10053	11784	5356	2460	4124
YLR049C	1081	1039	993	420	979	985
YLR050C	1167	1248	810	601	921	713
YLR051C	1532	1549	1385	1080	515	572
YLR052W	1034	716	964	1035	1073	1132
YLR053C	110	107	111	121	181	130
YLR054C	126	213	122	1315	3089	974
YLR055C	302	229	504	302	547	760
YLR056W	6445	4887	3903	16654	8668	9953
YLR057W	1210	881	816	1087	843	909
YLR058C	2120	1712	2112	1682	1130	1612
YLR059C	971	651	758	947	905	1027
YLR060W	4499	3301	3528	2570	1616	2193
YLR061W	54	41	41	31	30	41
YLR062C	28	18	43	19	6	14
YLR063W	178	148	127	93	51	57
YLR064W	1410	1474	1161	1740	2381	1935
YLR065C	1728	1853	1793	1427	1472	1570
YLR066W	1546	1455	1591	1313	1328	1176
YLR067C	445	451	681	811	642	662
YLR068W	1134	1305	1045	512	242	300
YLR069C	1925	1749	1478	6451	4122	2910
YLR070C	133	149	196	546	1276	1059
YLR071C	717	606	880	796	675	750
YLR072W	488	329	592	1136	1028	1287
YLR073C	366	226	211	250	46	66
YLR074C	1612	1337	1296	1604	834	1060
YLR075W	12832	14016	13552	7392	4319	6083
YLR076C	12	7	10	2	0	4
YLR077W	923	655	956	2845	2733	2185
YLR078C	1161	1351	1243	1809	1726	1818
YLR079W	1576	1218	1497	1535	3028	3085
YLR080W	228	247	378	2086	2624	3035
YLR081W	22	39	70	75	82	104
YLR082C	397	517	716	461	657	947
YLR083C	1730	1521	1773	738	502	581
YLR084C	668	575	682	232	196	249
YLR085C	863	939	1010	1268	1297	1113
YLR086W	644	538	704	916	593	581
YLR087C	262	212	249	489	339	239
YLR088W	841	791	904	964	979	919
YLR089C	1425	1269	2472	3163	2800	2686
YLR090W	804	940	1544	2859	2607	1975
YLR091W	282	273	503	275	286	367
YLR092W	230	174	380	240	269	527
YLR093C	2426	2788	3517	4101	5050	5570
YLR094C	282	233	571	814	890	1093
YLR095C	720	340	612	704	673	940
YLR096W	796	828	797	998	901	880
YLR097C	664	590	826	889	1072	1424
YLR098C	402	348	355	846	706	551
YLR099C	486	378	565	2845	4953	1962
YLR099W-A	314	229	308	401	771	606
YLR100W	3255	2804	1608	2997	2827	2326
YLR101C	19	15	12	36	133	46
YLR102C	337	253	299	799	1419	1009
YLR103C	531	512	497	240	237	197
YLR104W	876	954	776	1363	1247	876
YLR105C	902	1096	1150	1247	1170	1172
snR79	5	1	7	3	3	7
YLR106C	1382	1510	1315	949	369	232
YLR107W	1213	1306	1376	4344	5912	2718
snR6	2	5	6	4	0	6
YLR108C	465	515	1098	454	1157	836
YLR109W	8949	8060	15324	31007	44049	39817
YLR110C	26404	23180	23577	19335	25062	24705
YLR111W	14	7	11	12	18	18
YLR112W	75	60	126	45	42	94
YLR113W	4400	3673	3877	4388	4160	4587
tR(ACG)L	0	0	0	0	2	0
YLR114C	1137	816	1257	1220	1021	1377
YLR115W	538	502	559	1073	891	710
YLR116W	201	169	347	399	511	594
YLR117C	549	418	651	779	962	998
YLR118C	767	636	962	2005	3098	3694
YLR119W	398	333	442	538	977	997
YLR120C	1338	1061	1641	4066	3167	2217
YLR120W-A	12	11	23	134	96	22
YLR121C	779	757	919	6836	3786	2533
YLR122C	8	13	16	46	37	18
YLR123C	14	8	6	28	21	22
YLR124W	15	8	34	26	12	28
YLR125W	40	46	71	85	77	72
YLR126C	854	800	831	1335	772	535
YLR127C	627	550	624	738	664	548
YLR128W	170	132	146	524	655	578
YLR129W	1972	2085	2082	1293	357	391
YLR130C	3669	2756	2412	1949	729	1225
YLR131C	513	259	429	278	535	587
YLR132C	542	462	591	390	370	455
YLR133W	667	410	592	756	705	654
YLR134W	230	184	381	147	229	151
YLR135W	372	331	345	569	513	506
YLR136C	1119	550	1016	1603	875	661
YLR137W	290	288	743	325	618	660
YLR138W	1506	1459	1890	2173	2545	2534
YLR139C	81	89	125	137	206	262
YLR140W	10	6	15	19	25	25
YLR141W	280	262	335	254	341	392
YLR142W	715	710	250	1873	2127	516
tD(GUC)L1	0	0	0	0	2	0
YLR143W	812	731	733	629	445	512
YLR144C	463	450	529	1080	1487	1315
YLR145W	547	535	488	431	555	551
YLR146C	1003	1174	1136	824	545	600
YLR146W-A	524	634	338	492	429	472
YLR147C	1139	1296	974	1081	1120	1046
YLR148W	715	819	932	1277	1058	1029
YLR149C	192	143	484	1157	2470	2141
YLR149C-A	91	76	109	116	65	98
YLR150W	19892	17873	21334	7093	4202	7830
YLR151C	154	162	238	540	965	906
YLR152C	2422	2223	1945	766	1439	2413
YLR153C	9130	7804	5132	10341	5502	3218
YLR154C	640	656	800	655	641	626
tQ(UUG)L	0	0	0	0	0	2
ETS2-1	1	3	1	4	2	0
RDN37-1	0	0	0	0	0	0
RDN25-1	0	0	0	0	0	0
YLR154W-A	0	0	0	0	0	0
YLR154W-B	0	0	0	0	0	0
YLR154W-C	0	0	0	0	0	0
ITS2-1	1	0	2	0	12	2
RDN58-1	0	0	0	0	0	0
YLR154W-E	0	0	0	0	0	0
ITS1-1	1	2	2	6	8	5
YLR154W-F	0	0	0	0	0	0
RDN18-1	0	0	0	0	0	0
ETS1-1	28	39	52	13	20	24
RDN5-1	9	2	7	6	5	10
ETS2-2	1	5	3	5	3	4
RDN37-2	0	0	0	0	0	0
RDN25-2	0	0	0	0	0	0
YLR154C-G	0	0	0	0	0	0
ITS2-2	2	0	2	1	12	3
RDN58-2	0	0	0	0	0	0
ITS1-2	1	4	4	7	9	12
RDN18-2	0	0	0	0	0	0
ETS1-2	28	39	52	12	20	24
RDN5-2	0	0	0	0	0	0
YLR154C-H	0	0	0	0	0	0
YLR155C	0	0	0	0	0	0
YLR156W	0	0	0	0	0	0
RDN5-3	0	0	0	0	0	0
YLR156C-A	0	0	0	0	0	0
YLR157C	0	0	0	0	0	0
YLR157W-D	0	0	0	0	0	0
YLR157C-B	2	6	10	3	12	5
YLR157C-A	0	0	0	0	0	0
YLR157W-E	0	0	0	0	0	0
RDN5-4	0	0	0	0	0	0
YLR157C-C	0	0	0	0	0	0
YLR158C	0	0	0	0	0	0
YLR159W	0	0	0	0	0	0
RDN5-5	0	0	0	0	0	0
YLR159C-A	0	0	0	0	0	0
YLR160C	0	0	0	0	0	0
YLR161W	0	0	0	0	0	0
RDN5-6	0	0	0	0	0	0
YLR162W	4	1	0	0	2	3
YLR162W-A	2	1	0	3	1	3
YLR163C	1624	1644	1505	2038	2286	1695
YLR163W-A	0	0	0	0	0	0
YLR164W	82	55	153	142	812	787
YLR165C	395	462	615	657	881	829
YLR166C	901	961	1295	1363	1055	1147
YLR167W	44628	50957	45214	17446	11573	19187
YLR168C	3973	5144	2720	3227	2254	1909
YLR169W	269	309	344	513	615	590
YLR170C	0	0	0	0	0	0
YLR171W	2	3	6	1	0	1
YLR172C	1354	899	1039	694	607	620
YLR173W	388	337	398	651	780	842
YLR174W	186	137	256	1986	1094	627
YLR175W	9225	8751	8871	3983	1001	1884
YLR176C	142	136	271	252	390	346
YLR177W	799	730	2451	684	2790	3495
YLR178C	602	470	1159	15068	26102	23395
YLR179C	2234	1921	3176	793	1115	2377
YLR180W	4375	4236	5237	499	58	254
YLR181C	789	657	657	850	1169	1002
YLR182W	877	696	801	744	887	866
YLR183C	1511	1343	1364	443	310	205
YLR184W	2	6	4	3	2	2
YLR185W	4441	3592	4070	1683	1226	1642
YLR186W	2257	2072	1719	938	401	653
YLR187W	72	65	85	97	97	112
YLR188W	709	492	682	754	778	667
YLR189C	916	899	979	1058	1664	1586
YLR190W	1537	1228	995	839	1146	1385
YLR191W	989	974	995	744	883	855
YLR192C	4642	3802	4643	3668	3156	4199
YLR193C	488	581	581	824	926	1043
YLR194C	5177	5556	2502	10626	13822	4749
YLR195C	1788	1856	2086	2275	1490	1852
YLR196W	3133	2878	2821	1424	286	494
YLR197W	4643	3953	5199	1632	287	672
YLR198C	55	78	96	21	8	10
YLR199C	932	783	662	1787	1805	1254
YLR200W	1873	2083	1538	1652	1138	1146
YLR201C	473	415	693	1251	1735	1487
YLR202C	45	31	41	145	210	86
YLR203C	1005	873	1289	4162	4476	3392
YLR204W	1140	1185	1130	3416	3608	2187
YLR205C	2498	1955	467	3782	1664	169
YLR206W	1666	1199	1442	2290	3069	3874
YLR207W	531	429	659	884	1039	975
YLR208W	3815	3523	3860	4190	3991	4200
YLR209C	829	667	733	878	1264	881
YLR210W	481	400	413	301	366	369
YLR211C	353	332	397	732	880	947
YLR212C	603	381	605	249	250	225
YLR213C	143	131	115	143	136	113
YLR214W	2141	1618	1366	1713	686	481
YLR215C	621	391	493	541	520	514
YLR216C	3872	4239	4298	9410	12676	12147
YLR217W	1	1	1	9	3	11
YLR218C	418	488	618	1385	1793	1769
YLR219W	827	653	946	1019	1917	1484
YLR220W	1556	1569	1465	1097	2206	1949
YLR221C	2193	2290	2060	995	588	770
YLR222C	1138	1102	1065	622	147	196
YLR222C-A	18	24	34	36	24	18
YLR223C	891	882	1131	1469	665	694
YLR224W	890	749	1365	1356	1156	1287
YLR225C	1456	1419	2519	2395	2496	3083
YLR226W	487	407	535	720	387	452
YLR227C	651	731	665	685	556	570
tL(UAG)L1	0	2	25	0	0	28
YLR227W-A	0	0	0	0	0	0
YLR227W-B	3	6	144	8	3	210
YLR228C	369	340	514	337	443	466
YLR229C	1841	2057	1846	1522	1657	1394
YLR230W	356	408	402	278	284	230
tI(UAU)L	2	3	5	1	0	0
YLR231C	1117	1189	1097	2506	1850	2471
YLR232W	3	1	4	1	5	3
YLR233C	235	179	261	254	209	267
YLR234W	54	31	23	71	57	38
YLR235C	0	0	0	0	0	0
YLR236C	7	9	3	12	10	9
YLR237W	672	509	400	621	278	370
YLR238W	506	374	630	506	666	780
YLR239C	848	919	923	1442	1216	1072
YLR240W	377	334	501	513	725	874
YLR241W	1273	953	1167	1972	2547	2357
YLR242C	259	313	465	240	197	400
YLR243W	1376	1571	1107	1392	776	712
YLR244C	1530	1174	2507	1091	818	1888
YLR245C	70	39	100	108	103	226
YLR246W	709	600	577	855	1020	916
tL(CAA)L	22	29	30	16	20	10
YLR247C	920	915	902	2159	2233	2020
YLR248W	1945	1500	3227	3262	5460	6397
YLR249W	31319	27987	31220	18243	1774	3020
YLR250W	2351	2816	3148	2760	3371	3496
YLR251W	509	666	874	2075	4732	4619
YLR252W	201	244	338	821	1862	1498
YLR253W	1358	1160	1028	1900	1528	1164
YLR254C	832	942	725	1898	2321	1862
YLR255C	11	8	5	14	19	9
YLR256W	465	471	1732	1127	1347	3286
YLR256W-A	32	29	61	43	21	57
tA(AGC)L	1	1	5	1	0	0
YLR257W	8180	9336	9687	10988	21314	16647
YLR258W	1458	1307	4920	3870	8674	17444
YLR259C	5625	4789	5416	19983	23396	15448
YLR260W	609	543	641	1153	1243	918
YLR261C	35	24	10	23	46	6
YLR262C	675	807	928	457	484	748
YLR262C-A	3890	4824	3930	3252	3721	3736
YLR263W	174	121	214	282	242	282
YLR264W	3560	3719	3822	1847	876	1733
YLR264C-A	1876	2242	1833	914	630	877
YLR265C	612	583	766	508	654	1048
YLR266C	872	878	1038	937	910	844
YLR267W	163	173	300	232	488	368
YLR268W	1486	1305	1460	1937	2152	1875
YLR269C	51	52	67	70	118	91
YLR270W	604	509	1046	3632	5458	5484
YLR271W	355	449	557	1260	1521	1910
YLR272C	378	324	403	302	409	423
tV(AAC)L	12	11	3	0	4	2
YLR273C	140	151	166	528	831	925
YLR274W	1283	1408	1326	1260	1104	1331
YLR275W	676	787	674	773	690	668
YLR276C	2783	2505	2627	1461	556	562
YLR277C	520	563	581	719	575	653
YLR278C	1577	1575	1289	979	777	917
YLR279W	37	42	62	196	211	168
YLR280C	0	0	0	0	0	0
YLR281C	61	43	53	124	112	156
YLR282C	8	6	6	3	6	5
YLR283W	318	335	466	598	693	732
YLR284C	250	256	486	838	1140	2169
YLR285W	1499	1386	1778	1118	779	1498
YLR285C-A	164	179	202	89	182	181
YLR286C	7177	4316	5229	2958	5649	7437
YLR286W-A	0	0	0	0	0	0
YLR287C	1404	1403	1258	1300	758	709
YLR287C-A	10735	11579	10134	7505	6278	6655
YLR288C	533	568	552	809	789	741
YLR289W	431	362	366	888	1119	892
YLR290C	1136	1388	1707	1842	2348	2950
YLR291C	950	669	948	890	863	870
YLR292C	2440	2736	2348	2730	2572	2460
YLR293C	4671	4390	6128	3212	2208	2907
YLR294C	1248	1295	845	2312	2287	1737
YLR295C	3517	3415	2281	6050	4986	5055
YLR296W	3	12	7	9	4	13
YLR297W	987	1036	628	2153	848	909
YLR298C	970	1051	973	850	978	1071
YLR299W	1407	1085	914	2159	2158	1558
YLR299C-A	0	0	0	0	0	0
YLR300W	10559	7721	5582	4834	4962	4970
YLR301W	3430	3862	4069	2638	2504	3581
tL(UAG)L2	1	0	0	1	0	0
YLR302C	4	4	0	6	3	0
YLR303W	2899	2776	0	2636	1588	0
tI(AAU)L1	0	3	1	0	1	1
YLR304C	7033	5831	8185	9176	14164	12457
YLR305C	791	724	815	869	749	664
YLR306W	541	603	495	639	769	734
YLR307W	12	18	22	31	44	26
YLR307C-A	41	27	27	48	50	12
YLR308W	2	3	0	3	14	0
YLR309C	1263	1306	1723	2433	2032	2167
YLR310C	1094	1131	1422	1383	1502	1532
YLR311C	23	18	34	86	236	157
YLR312C	95	121	346	646	1293	1216
YLR312W-A	2220	2383	1757	3851	3677	2259
YLR313C	307	310	268	171	191	172
YLR314C	3403	3213	4328	2084	1993	2727
YLR315W	73	50	78	78	86	162
YLR316C	462	428	356	242	278	268
YLR317W	0	0	0	0	0	0
YLR318W	288	282	265	278	217	254
YLR319C	618	673	706	718	706	766
YLR320W	298	238	364	388	288	257
YLR321C	366	275	350	348	437	493
YLR322W	1	0	2	2	5	0
YLR323C	498	573	522	548	563	569
YLR324W	383	348	673	988	1662	1778
YLR325C	15028	16675	14519	7015	4962	6924
YLR326W	722	853	652	823	663	605
YLR327C	609	690	2843	19212	22686	19098
tX(XXX)L	1	0	0	1	2	2
YLR328W	955	694	1098	1333	1009	888
YLR329W	61	90	111	94	95	88
YLR330W	3097	2535	3486	4219	4584	4425
YLR331C	4	3	3	1	4	1
YLR332W	817	773	899	475	584	388
tD(GUC)L2	0	0	0	2	0	0
snR61	59	65	45	18	10	14
snR55	36	45	29	40	26	33
snR57	52	87	61	72	44	41
YLR333C	7771	7363	7454	2483	1892	2444
YLR334C	7	9	13	12	7	11
tE(UUC)L	1	1	0	1	0	0
YLR335W	2035	1570	1621	1637	1252	1486
YLR336C	888	889	764	665	403	426
YLR337C	162	208	261	475	589	718
YLR338W	0	0	0	0	0	2
YLR339C	1	2	8	3	0	6
YLR340W	9864	8258	10684	3683	2432	4075
YLR341W	106	131	128	57	31	40
YLR342W	4249	4669	4742	4435	2274	1344
YLR342W-A	39	86	62	51	77	46
YLR343W	73	92	359	41	66	251
tR(CCG)L	1	0	0	0	0	0
YLR344W	12230	12775	11760	4852	2671	4424
YLR345W	1187	1137	1952	4310	5423	5094
YLR346C	47	40	76	293	966	450
YLR347C	1070	998	891	1026	911	714
YLR347W-A	0	0	0	0	0	0
YLR348C	2053	2274	2472	1723	1975	2036
YLR349W	18	17	29	33	42	21
YLR350W	2463	2049	2791	3792	6188	3646
YLR351C	2937	2884	3246	3793	3298	3997
YLR352W	347	204	352	400	645	705
YLR353W	550	410	510	334	351	431
YLR354C	12788	10647	12790	14775	13000	13148
YLR355C	16408	12306	10862	11874	8975	7445
YLR356W	467	412	560	2093	2961	3004
YLR357W	599	400	557	513	312	533
YLR358C	30	38	29	28	44	27
YLR359W	4426	3965	5180	3341	2444	3591
YLR360W	688	639	604	865	1129	1148
YLR361C	349	316	437	542	604	646
YLR361C-A	578	788	641	1532	1546	1344
YLR362W	510	570	703	1280	1228	1069
YLR363C	404	428	613	340	440	564
YLR363W-A	802	831	685	199	134	152
YLR364W	148	181	184	141	141	140
YLR365W	6	9	5	1	6	3
YLR364C-A	0	0	0	0	0	0
YLR366W	7	4	4	5	0	0
YLR367W	9844	11973	8600	3634	2035	3997
snR44	499	606	342	232	68	103
YLR368W	461	425	462	927	870	797
YLR369W	1015	990	1160	2387	2584	2338
YLR370C	2145	1928	2076	2863	3600	3541
YLR371W	931	945	1112	977	988	1304
YLR372W	6319	6452	6324	2120	891	1155
YLR373C	693	559	782	718	830	685
YLR374C	1	0	3	6	5	9
YLR375W	2558	2272	2535	6901	2982	2974
YLR376C	229	249	308	369	529	487
YLR377C	75	70	132	225	239	247
tK(UUU)L	19	22	8	0	6	2
YLR378C	1143	1024	1336	1085	1303	978
YLR379W	130	95	134	97	76	96
YLR380W	810	673	636	1442	1779	1408
YLR381W	331	386	343	391	422	433
YLR382C	607	466	515	1617	1510	1120
YLR383W	449	557	526	455	404	334
YLR384C	1509	1509	1971	1107	904	759
YLR385C	8	7	12	7	1	7
YLR386W	555	466	593	568	764	598
YLR387C	2021	2268	2419	4391	4091	3617
YLR388W	6221	6381	5826	2398	1423	2276
snR34	23	33	72	18	25	25
YLR389C	1166	1003	1372	1463	1910	1459
YLR390W	347	284	309	937	1371	845
YLR390W-A	5382	4085	3416	5896	7033	7480
YLR392C	504	528	823	903	1344	1424
YLR393W	121	76	104	139	199	306
YLR394W	224	175	245	499	636	622
YLR395C	4352	5073	2385	5158	4791	4351
YLR396C	482	471	478	599	723	785
YLR397C	930	868	780	731	479	424
YLR398C	586	418	524	860	777	750
YLR399C	2397	1878	2165	2209	2645	3361
YLR399W-A	0	0	0	0	0	0
YLR400W	27	17	29	26	17	18
YLR401C	765	684	902	689	193	295
YLR402W	37	15	44	27	13	27
YLR403W	805	797	921	940	803	857
YLR404W	398	378	396	343	294	279
YLR405W	752	705	811	346	264	334
YLR406C	10786	10700	9433	3445	1560	2774
YLR406C-A	2	1	2	4	2	0
YLR407W	1143	1304	996	999	467	506
YLR408C	170	244	233	247	550	485
YLR409C	1818	1829	1570	739	196	306
YLR410W	999	847	1006	1229	1065	981
YLR410W-B	40	24	32	90	66	51
YLR410W-A	0	0	0	0	0	0
YLR411W	116	134	158	271	312	294
YLR412W	698	458	860	466	449	635
YLR412C-A	0	2	4	4	4	2
YLR413W	1038	699	766	1977	690	921
YLR414C	2482	2495	1838	2275	3229	2307
YLR415C	11	10	12	13	13	15
YLR416C	6	1	9	6	6	5
YLR417W	715	696	1102	655	837	1236
YLR418C	1534	1619	1658	2174	2009	2379
YLR419W	702	621	665	895	539	369
tL(UAA)L	0	3	4	0	0	0
YLR420W	1768	1575	3757	1893	1483	2567
YLR421C	3012	3446	3552	5146	5114	4615
YLR422W	538	449	618	837	1172	980
YLR423C	300	436	437	1458	1632	1363
YLR424W	276	326	422	473	467	458
tN(GUU)L	2	0	0	0	0	0
YLR425W	319	314	335	540	642	769
YLR426W	326	214	326	378	618	685
YLR427W	1079	1040	1180	2102	1895	1649
YLR428C	0	1	2	1	1	1
YLR429W	3272	2530	2934	3609	3725	3538
YLR430W	801	609	838	939	782	663
YLR431C	298	190	265	661	766	680
YLR432W	4845	4018	4613	1988	749	1125
YLR433C	512	448	715	567	572	703
YLR434C	16	3	15	7	7	10
YLR435W	1644	1758	1043	480	190	304
YLR436C	1075	1042	1653	1539	2547	2604
YLR437C	700	674	512	290	399	338
YLR437C-A	1	1	2	0	4	4
YLR438W	49	33	229	183	327	367
YLR438C-A	1724	1683	1330	1554	1778	1710
YLR439W	371	287	328	1129	1370	875
YLR440C	656	490	661	1048	742	842
YLR441C	30943	33421	33545	13196	6654	10626
YLR442C	726	528	703	643	643	666
YLR443W	678	670	767	518	547	633
YLR444C	4	7	4	5	7	5
YLR445W	5	4	0	4	6	3
YLR446W	323	270	240	239	424	303
YLR447C	6386	6946	7874	6763	5355	6035
YLR448W	4959	4628	5067	2466	1226	1783
YLR449W	2803	2443	2318	1261	564	744
YLR450W	664	451	740	1700	1934	1663
YLR451W	1053	823	829	946	703	708
YLR452C	500	443	930	296	248	382
YLR453C	197	222	243	219	220	291
YLR454W	687	882	996	1335	1642	1574
tI(AAU)L2	3	0	0	0	0	0
YLR455W	609	591	870	412	614	659
YLR456W	296	367	250	455	462	435
YLR457C	175	164	216	245	311	226
YLR458W	1	4	4	1	3	2
YLR459W	697	625	662	604	741	674
YLR460C	1115	1121	429	279	517	250
YLR461W	9	5	3	45	45	1
YLR462W	0	0	0	0	1	1
YLR463C	0	0	0	0	0	0
YLR464W	1	1	1	1	1	2
YLR465C	0	0	0	0	0	0
YLR466W	46	42	45	77	121	66
YLR466C-A	0	0	0	0	0	0
YLR466C-B	2	2	7	7	11	4
YLR467W	52	42	54	82	120	76
YLR467C-A	0	0	0	0	0	0
YPL283C	0	0	0	0	0	0
YPL283W-B	0	0	0	0	0	0
YPL283W-A	0	0	0	0	0	0
YPL282C	0	0	0	0	2	0
YPL281C	0	0	0	5	7	1
YPL280W	9	17	10	293	328	151
YPL279C	81	48	101	46	69	74
YPL278C	24	29	25	315	208	161
YPL277C	110	66	88	945	608	545
YPL276W	11	6	4	60	62	46
YPL275W	11	8	4	122	100	38
YPL274W	2562	2533	1265	839	422	449
YPL273W	9999	10033	9044	1490	1360	2684
YPL272C	129	136	182	184	765	492
YPL271W	2575	2569	2278	4207	4501	4430
YPL270W	933	844	1148	1541	1707	1909
YPL269W	261	147	284	184	283	334
YPL268W	722	565	733	827	601	680
YPL267W	772	542	406	119	190	132
YPL266W	2169	2126	1671	793	425	521
YPL265W	3550	2829	2546	494	350	555
YPL264C	421	518	464	367	648	824
YPL263C	1664	1493	1784	782	464	808
YPL262W	2288	1750	1751	5860	5450	5613
YPL261C	25	26	35	64	61	65
YPL260W	1911	1731	2051	4528	4605	3783
YPL259C	757	648	1071	759	763	900
YPL258C	167	122	268	370	290	245
tW(CCA)P	11	5	9	15	8	14
YPL257W-A	0	0	0	0	0	0
YPL257W-B	1	8	6	4	7	8
YPL257W	146	157	166	187	269	301
YPL256C	1272	831	759	1412	950	390
YPL255W	382	377	486	227	269	342
YPL254W	913	822	1024	845	617	679
YPL253C	438	359	353	276	344	363
YPL252C	295	298	336	230	269	272
YPL251W	0	1	0	0	0	1
YPL250C	1717	1397	939	306	396	364
YPL249C-A	314	283	278	141	110	156
YPL250W-A	1	0	1	1	1	2
YPL249C	371	330	370	912	1068	889
YPL248C	402	395	412	590	473	454
YPL247C	605	495	1017	862	3272	3063
YPL246C	1302	932	1102	604	936	1140
YPL245W	945	1032	1176	417	509	582
YPL244C	1479	1822	1766	1237	1278	1171
YPL243W	3550	3388	3439	3697	2900	3006
YPL242C	1222	1277	1245	911	1157	982
YPL241C	413	348	461	105	155	158
YPL240C	5762	5004	8698	28548	36616	33772
YPL239W	2604	2585	2156	1426	1006	1096
YPL238C	3	2	1	2	1	0
YPL237W	3688	3797	4091	2336	1838	2011
YPL236C	376	210	365	449	693	695
YPL235W	2394	2306	2698	2277	2254	2382
YPL234C	3496	3740	4157	2022	2379	3043
YPL233W	440	366	380	644	409	396
YPL232W	3470	2908	2643	2976	4189	2914
YPL231W	7950	8392	6791	14276	9231	4174
YPL230W	192	185	390	626	2362	2060
