	WT_C_1	WT_C_2	WT_C_3	WT_E_1	WT_E_2	WT_E_3
YHR177W	7.41554382305232	6.94522946385281	7.37598184784594	7.453152511929	7.57693087772152	7.49968789072385
YHR178W	9.22140516657658	9.00546010590233	9.12621798379419	9.48041272745092	9.25023329824437	9.40169095542792
YHR179W	13.3864877661389	13.2583168236323	12.8503542216975	12.7154189088309	12.2878209427852	12.0296573095838
YHR180W	8.10007344996233	8.19705986683838	8.2219617751376	8.52685506391249	8.74831555684206	8.71976111343499
YHR180W-A	-1.93290737216299	-1.97312305894893	-1.97616830265193	-1.97877672711639	-1.97928069928808	-1.97909738276608
YHR180C-B	0	0	0	0	0	0
tT(UGU)H	0	0	0	0	0	0
YHR181W	10.0225226402854	10.024184855436	9.98354502834786	9.62140934983216	9.6898165912629	9.83741841943993
YHR182W	8.1677755694203	7.91800837098731	8.03023041855821	8.16997911706112	8.23829195728684	8.02559469792018
YHR182C-A	3.96307400026401	3.89887173145787	3.40135757630363	3.07288102288955	3.71701072618956	2.9352514308481
YHR183W	14.1285276994177	13.9983008109912	13.8415482866801	13.3142013074939	13.2682392791774	12.9528570633488
YHR184W	6.75807535029607	7.1487243642343	6.44185651000547	6.73456645845799	6.65317217622486	6.84284199312248
YHR185C	2.45083537526927	2.75451553502237	2.63980760724349	2.65651681649545	2.92987384118252	2.93404010765489
tV(CAC)H	1.51008122152151	1.36022772080225	1.48526776128389	1.14856150180779	1.44700173598327	1.31051411225654
YHR186C	9.17858005574273	9.18537291814448	9.00533943115584	9.14092143667571	9.21046274362585	9.0143916407686
YHR187W	10.1864916205508	10.357528635424	10.0981947138114	10.162840386639	9.93339594279822	9.8622786343939
YHR188C	10.3336256829595	10.2162823865448	10.4569966555983	10.5707667475858	10.8484411160731	10.7908490405322
YHR189W	6.43981808585593	6.03953609104308	6.86335046052067	6.53830215174943	6.91199514876033	7.34258051389943
YHR190W	12.4065060586652	12.3208072827708	12.1144288492339	12.3626692692549	12.4385836038714	12.2822510828362
YHR191C	9.18946575144818	9.35320693017729	9.19971364857958	9.13892883533792	9.3649290213208	9.24460611358132
YHR192W	10.4301407203861	10.4772700383438	10.3536252523042	10.2730518693818	10.3391047859612	10.4522740887039
YHR193C	13.5569113570598	13.5099610610903	13.4197146467257	12.7474128566303	12.7687860725099	12.914261575308
YHR193C-A	-0.944353181936279	-1.03735900418448	-0.86591465425924	-1.04600332152145	-1.04624811640969	-1.04615947167941
YHR194W	8.95281037160371	8.96496151940916	9.25330349755131	9.24580957215752	9.56918101518271	9.7103958745399
YHR195W	11.2556812004324	11.3642920440408	11.3859227833073	11.5038321427802	11.7573275628173	11.7790067004879
YHR196W	11.1187034768401	11.2155332677783	11.0756600162969	10.481454277514	9.50857311445055	9.92606325417828
YHR197W	9.89277780023662	9.88031506365301	9.56676996027491	8.78503356930194	8.03271660963438	7.92100493920764
YHR198C	10.3268651091327	10.3665381316749	10.3419215248078	11.1199916858553	11.3232840633798	11.132463237096
YHR199C	9.50668911957326	9.35852161486239	9.66225124662843	9.99787576600252	10.3187425793356	10.1270504430981
YHR199C-A	6.41996544051053	6.49279121055918	6.61358469714093	6.93130212356416	6.87221956499047	6.95598319540345
YHR200W	11.8458512524219	11.8057855125615	11.7885671921938	12.3541521914516	12.3395847906288	12.1850817147939
YHR201C	11.2441414203086	11.3794210965703	11.1945998636876	11.2662780886055	11.0853274889752	11.0943656755351
YHR202W	8.77738906908522	8.80994632565016	8.75837197405247	9.37858011187157	9.60146638611253	9.33609403879859
YHR203C	13.5352578349042	13.3371345743408	13.3501399477422	12.615466735259	12.1008501176253	12.4645843604637
YHR204W	9.22943951784261	9.05193060606921	9.20813828102018	8.87843055411835	8.76893865927921	8.86104501368832
YHR205W	9.47822560500044	9.3759272312397	9.25516240625	9.37396712810568	9.43909873310173	9.22058930726701
YHR206W	9.41031982558932	8.91801619674037	9.23684462171151	9.2228009055225	8.82786015934949	8.99140169504197
YHR207C	9.82452153280751	9.98729340077716	9.90210402694687	9.63960688802518	9.65771640160394	9.79477323409752
YHR208W	13.5137315440322	13.4479579446369	13.191809710217	12.9271326575995	12.4057794075675	12.0316214125066
YHR209W	10.1803063829553	10.2553706258342	9.5298345277809	11.51242888561	11.8104996781864	11.2720729717907
YHR210C	7.47192253883061	7.51471656151745	7.84900460189308	7.59961600009036	7.50079408579414	7.80895213826255
YHR211W	8.00584271537796	7.97364133770256	7.92067082734171	8.10533726716818	8.17384088242827	8.18852903125359
YHR212C	0	0	0	0	0	0
YHR212W-A	0	0	0	0	0	0
YHR213W	-1.50555733799689	-1.50390217799542	-1.50838587661538	-1.51222641954468	-1.4521012724493	-1.45183136431817
YHR213W-A	-0.945339184912161	-1.03575318941354	-0.950543998697818	-0.96023117991574	-1.04557953615379	-1.04549161463807
YHR213W-B	4.40178024155721	4.46903643523446	4.35162731507665	5.33259341149703	4.98982003595556	4.59514277261971
YHR214W	3.71197613696035	3.90574567224615	3.37023124823573	4.21268378119043	3.25941038734312	3.66997739982642
YHR214W-A	3.08816298545071	2.84451692722627	3.10420627881671	3.38040473014123	3.04305303895661	3.33689720611964
YHR214C-B	7.37337089771968	7.41318836009774	7.45976839927735	7.3968860976712	7.0478708615744	6.84521325281063
YHR214C-C	0	0	0	0	0	0
YHR214C-D	0	0	0	0	0	0
YHR214C-E	2.46880004345035	2.95237618351236	2.29313051008657	2.6322746845896	2.39832635915189	2.5745611641717
YHR215W	8.38366010692438	7.76326381360356	7.57844988746822	6.25644578553014	6.76853644073698	7.06870996407073
YHR216W	11.0083635461544	11.1494770757676	10.7295548943251	8.95785811758746	8.51971333980088	8.91440511741271
YHR217C	0	0	0	0	0	0
YHR218W	0	0	0	0	0	0
YHR218W-A	0	0	0	0	0	0
